MAKE,MODEL,PROFIT_LOSS,SALES_STATUS
Mazda,Mazda3,-75,Loss
Honda,Accord,-75,Loss
Acura,TL,-75,Loss
Toyota,Corolla,-75,Loss
mercury,villager,-75,Loss
Chevrolet,Impala,-75,Loss
Chrysler,Concorde,-75,Loss
Ford,Taurus,-75,Loss
Nissan,Versa,-75,Loss
Isuzu,Rodeo,-75,Loss
Honda,CR-V,-75,Loss
Hyundai,Elantra,-75,Loss
Kia,Sedona,-75,Loss
Nissan,Maxima,-75,Loss
Toyota,Camry,-75,Loss
Ford,Taurus,-75,Loss
Mercedes-Benz,C-Class,-75,Loss
Nissan,Cube,-75,Loss
Chevrolet,Malibu Hybrid,-75,Loss
Chevrolet,Malibu,-75,Loss
Jaguar,S-Type,-75,Loss
Lincoln,Town Car,-75,Loss
Chrysler,Sebring,-75,Loss
,,-75,Loss
Hyundai,Sonata,-75,Loss
Chevrolet,Suburban,-75,Loss
Ford,Focus,-75,Loss
Nissan,Pathfinder,-75,Loss
Jeep,Liberty,-75,Loss
Hyundai,Sonata,-75,Loss
Ford,Fusion,-75,Loss
Dodge,Charger,-75,Loss
Jeep,Grand Cherokee,-75,Loss
Lincoln,Zephyr,-75,Loss
Chevrolet,Cruze,-75,Loss
Mazda,Mazda3,-75,Loss
Volkswagen,Routan,-75,Loss
Ford,Five Hundred,-75,Loss
smart,fortwo,-75,Loss
Toyota,RAV4,-75,Loss
Hyundai,Accent,-75,Loss
Toyota,Camry,-75,Loss
Nissan,Maxima,-75,Loss
Chrysler,300,-75,Loss
Infiniti,G35,-75,Loss
Chevrolet,HHR,-75,Loss
Chevrolet,Malibu,-75,Loss
Pontiac,Torrent,-75,Loss
Ford,Fiesta,-75,Loss
Ford,Escape,-75,Loss
Pontiac,Grand Am,-75,Loss
Ford,Mustang,-75,Loss
Jaguar,X-Type,-75,Loss
BMW,3 Series,-75,Loss
Acura,TSX,-75,Loss
Ford,Fusion,-75,Loss
Infiniti,M35,-75,Loss
Chevrolet,Cobalt,-75,Loss
Jeep,Commander,-75,Loss
Honda,Civic,-75,Loss
Chevrolet,Suburban,-75,Loss
Pontiac,Bonneville,-75,Loss
Kia,Soul,-75,Loss
Kia,Forte,-75,Loss
GMC,Envoy XL,-75,Loss
Ford,Edge,-75,Loss
Ford,F-150,-75,Loss
Ford,Ranger,-75,Loss
MINI,Cooper,-75,Loss
Ford,Fusion,-75,Loss
Chevrolet,Suburban,-75,Loss
Ford,Taurus,-75,Loss
Nissan,Versa,-75,Loss
Chevrolet,Malibu,-75,Loss
Ford,Fusion,-75,Loss
Kia,Optima,-75,Loss
Nissan,Maxima,-75,Loss
Kia,Sorento,-75,Loss
chevrolet,suburban,-75,Loss
Chevrolet,Cobalt,-75,Loss
Honda,Civic,-75,Loss
Volkswagen,Jetta,-75,Loss
Saturn,VUE,-75,Loss
Chevrolet,Malibu,-75,Loss
Toyota,Avalon,-75,Loss
Infiniti,G35,-75,Loss
Chevrolet,Spark,-75,Loss
Dodge,Avenger,-75,Loss
Saturn,L300,-75,Loss
Honda,Accord,-75,Loss
Acura,MDX,-75,Loss
,,-75,Loss
Ford,Expedition,-75,Loss
Ford,Escape,-75,Loss
Hyundai,Santa Fe,-75,Loss
Acura,TL,-75,Loss
Audi,A8,-75,Loss
Acura,TL,-75,Loss
Ford,Expedition,-75,Loss
Ford,Freestar,-75,Loss
Chrysler,300M,-75,Loss
Saturn,VUE,-75,Loss
ford,windstar,-75,Loss
Mercedes-Benz,E-Class,-75,Loss
Dodge,Caliber,-75,Loss
Chevrolet,Cobalt,-75,Loss
Honda,Accord,-75,Loss
GMC,Canyon,-75,Loss
Ford,Taurus,-75,Loss
Nissan,Maxima,-75,Loss
Chevrolet,Sonic,-75,Loss
Honda,Accord,-75,Loss
Kia,Forte,-75,Loss
Nissan,Altima,-75,Loss
Chevrolet,Silverado 2500HD,-75,Loss
Buick,Century,-75,Loss
Ford,Focus,-75,Loss
Toyota,Sequoia,-75,Loss
Buick,Century,-75,Loss
Ford,Escape,-75,Loss
Nissan,Sentra,-75,Loss
Ford,Explorer,-75,Loss
Hyundai,Sonata,-75,Loss
Nissan,Armada,-75,Loss
Ford,Expedition,-75,Loss
Mazda,CX-7,-75,Loss
Pontiac,G6,-75,Loss
Ford,Expedition,-75,Loss
Ford,Expedition,-75,Loss
Dodge,Charger,-75,Loss
Volkswagen,Jetta,-75,Loss
Chevrolet,Impala,-75,Loss
Nissan,Versa,-75,Loss
Buick,Regal,-75,Loss
Chrysler,300,-75,Loss
Dodge,Intrepid,-75,Loss
Honda,Civic,-75,Loss
Chrysler,Sebring,-75,Loss
Hyundai,Elantra,-75,Loss
Pontiac,Bonneville,-75,Loss
Jeep,Liberty,-75,Loss
Chrysler,Sebring,-75,Loss
MINI,Cooper,-75,Loss
Ford,Explorer,-75,Loss
Nissan,Versa,-75,Loss
Honda,Accord,-75,Loss
Ford,Freestyle,-75,Loss
Chevrolet,Impala,-75,Loss
Chevrolet,Impala,-75,Loss
Mazda,B-Series Pickup,-75,Loss
BMW,X5,-75,Loss
Ford,Explorer Sport,-75,Loss
Ford,Taurus,-75,Loss
Mazda,Mazda6,-75,Loss
Kia,Optima,-75,Loss
Dodge,Durango,-75,Loss
Buick,LaCrosse,-75,Loss
Chrysler,Pacifica,-75,Loss
Ford,Explorer,-75,Loss
Cadillac,STS,-75,Loss
Buick,LaCrosse,-75,Loss
Ford,Escape,-75,Loss
Cadillac,DeVille,-75,Loss
Ford,Escort,-75,Loss
Nissan,Altima,-75,Loss
Cadillac,DeVille,-75,Loss
mercury,villager,-75,Loss
Mitsubishi,Galant,-75,Loss
Ford,Explorer,-75,Loss
Buick,Lucerne,-75,Loss
Ford,Econoline Cargo,-75,Loss
Volvo,S80,-75,Loss
Mercury,Mountaineer,-75,Loss
Nissan,Versa,-75,Loss
Volkswagen,Jetta,-75,Loss
Chevrolet,Malibu,-75,Loss
Hyundai,Accent,-75,Loss
Dodge,Grand Caravan,-75,Loss
Acura,TL,-75,Loss
Ford,Escort,-75,Loss
Nissan,Murano,-75,Loss
Dodge,Dakota,-75,Loss
Toyota,Yaris,-75,Loss
Nissan,Quest,-75,Loss
Ford,Escape,-75,Loss
Chevrolet,Impala,-75,Loss
Jeep,Liberty,-75,Loss
Volvo,S80,-75,Loss
Chevrolet,Malibu,-75,Loss
Mitsubishi,Galant,-75,Loss
Kia,Spectra,-75,Loss
MINI,Cooper,-75,Loss
Nissan,Leaf,-75,Loss
Mazda,Mazda3,-75,Loss
FIAT,500,-75,Loss
Toyota,Corolla,-75,Loss
Honda,Odyssey,-75,Loss
Chrysler,200,-75,Loss
Mazda,CX-7,-75,Loss
Ford,Taurus,-75,Loss
Mitsubishi,Galant,-75,Loss
,,-75,Loss
Cadillac,DeVille,-75,Loss
Toyota,Corolla,-75,Loss
Pontiac,G6,-75,Loss
Kia,Rondo,-75,Loss
Nissan,Versa,-75,Loss
Chrysler,Town and Country,-75,Loss
BMW,3 Series,-75,Loss
Honda,Element,-75,Loss
Dodge,Avenger,-75,Loss
Chevrolet,Suburban,-75,Loss
,,-75,Loss
Toyota,Corolla,-75,Loss
smart,fortwo,-75,Loss
Suzuki,XL-7,-75,Loss
Toyota,Camry,-75,Loss
Volvo,S80,-75,Loss
Toyota,Sienna,-75,Loss
Kia,Rio,-75,Loss
Mercedes-Benz,E-Class,-75,Loss
Nissan,Xterra,-75,Loss
,,-75,Loss
Toyota,4Runner,-75,Loss
Lexus,RX 300,-75,Loss
Mercedes-Benz,M-Class,-75,Loss
Cadillac,Escalade,-75,Loss
Chevrolet,Impala,-75,Loss
BMW,3 Series,-75,Loss
BMW,5 Series,-75,Loss
Mercedes-Benz,E-Class,-75,Loss
Ford,F-250 Super Duty,-75,Loss
Volkswagen,Passat,-75,Loss
Volvo,S60,-75,Loss
Saab,9-7X,-75,Loss
Dodge,Avenger,-75,Loss
Chevrolet,Sonic,-75,Loss
Nissan,Maxima,-75,Loss
Chevrolet,Malibu,-75,Loss
Nissan,Versa,-75,Loss
Ford,Focus,-75,Loss
Toyota,Sienna,-75,Loss
Volvo,XC90,-75,Loss
Ford,F-150,-75,Loss
Saturn,S-Series,-75,Loss
Chevrolet,Impala,-75,Loss
Volvo,S40,-75,Loss
toyota,yaris,-75,Loss
Ford,Ranger,-75,Loss
Mercury,Mountaineer,-75,Loss
Ford,Windstar,-75,Loss
Ford,Mustang,-75,Loss
Toyota,Yaris,-75,Loss
Chevrolet,Cobalt,-75,Loss
Toyota,Camry,-75,Loss
Chevrolet,Impala,-75,Loss
Cadillac,DeVille,-75,Loss
Dodge,Caliber,-75,Loss
Nissan,Sentra,-75,Loss
Dodge,Ram Pickup 1500,-75,Loss
ford,f150,-75,Loss
Jeep,Grand Cherokee,-75,Loss
Ford,Taurus,-75,Loss
Cadillac,DeVille,-75,Loss
Toyota,Sienna,-75,Loss
Ford,Expedition,-75,Loss
,,-75,Loss
Hyundai,Santa Fe,-75,Loss
Ford,C-Max Energi,-75,Loss
Kia,Soul,-75,Loss
Saturn,Aura,-75,Loss
Ford,Mustang,-75,Loss
Ford,Ranger,-75,Loss
Cadillac,CTS,-75,Loss
Nissan,Sentra,-75,Loss
Chevrolet,Silverado 1500,-75,Loss
Pontiac,Sunfire,-75,Loss
Mercedes-Benz,300-Class,-75,Loss
Ford,Fiesta,-75,Loss
Chevrolet,Malibu,-75,Loss
Lincoln,LS,-75,Loss
Saturn,ION,-75,Loss
Lexus,LS 430,-75,Loss
Chrysler,Town and Country,-75,Loss
Nissan,Maxima,-75,Loss
Pontiac,Grand Prix,-75,Loss
Honda,Pilot,-75,Loss
Subaru,Impreza,-75,Loss
Toyota,Prius,-75,Loss
Audi,A4,-75,Loss
Volkswagen,New Beetle,-75,Loss
Chevrolet,Tahoe,-75,Loss
Ford,Focus,-75,Loss
Chevrolet,HHR,-75,Loss
Volkswagen,Jetta,-75,Loss
Mazda,626,-75,Loss
Hyundai,Accent,-75,Loss
Mercedes-Benz,E-Class,-75,Loss
Lincoln,Navigator,-75,Loss
Mazda,Millenia,-75,Loss
Hyundai,Accent,-75,Loss
Nissan,Murano,-75,Loss
Chrysler,Town and Country,-75,Loss
Hyundai,Sonata,-75,Loss
Mitsubishi,Lancer,-75,Loss
Mitsubishi,Endeavor,-75,Loss
Lexus,RX 330,-75,Loss
Ford,Fusion,-75,Loss
BMW,X3,-75,Loss
Saturn,ION,-75,Loss
Ford,Fusion,-75,Loss
Dodge,Grand Caravan,-75,Loss
Pontiac,G6,-75,Loss
Acura,TL,-75,Loss
Nissan,Versa,-75,Loss
Ford,Fiesta,-75,Loss
Saturn,L-Series,-75,Loss
Toyota,ECHO,-75,Loss
Cadillac,Seville,-75,Loss
Mercury,Grand Marquis,-75,Loss
Ford,Escape,-75,Loss
Nissan,Titan,-75,Loss
Ford,Mustang,-75,Loss
Subaru,B9 Tribeca,-75,Loss
Volkswagen,Jetta,-75,Loss
Pontiac,Grand Am,-75,Loss
Saturn,VUE,-75,Loss
GMC,Sierra 1500,-75,Loss
Ford,Focus,-75,Loss
Nissan,Pathfinder,-75,Loss
Buick,Century,-75,Loss
Chevrolet,Uplander,-75,Loss
Pontiac,G6,-75,Loss
Honda,Civic,-75,Loss
Cadillac,Seville,-75,Loss
BMW,3 Series,-75,Loss
Ford,Taurus,-75,Loss
Chevrolet,Cruze,-75,Loss
,,-75,Loss
Dodge,Avenger,-75,Loss
Hyundai,Tiburon,-75,Loss
Chevrolet,Sonic,-75,Loss
Ford,Focus,-75,Loss
Mitsubishi,Mirage,-75,Loss
Toyota,Yaris,-75,Loss
Jeep,Cherokee,-75,Loss
Toyota,Avalon,-75,Loss
Honda,CR-V,-75,Loss
Honda,Civic,-75,Loss
Hyundai,XG350,-75,Loss
Chevrolet,Sonic,-75,Loss
Scion,tC,-75,Loss
,,-75,Loss
Saturn,ION,-75,Loss
Nissan,Versa,-75,Loss
Jeep,Grand Cherokee,-75,Loss
Infiniti,I35,-75,Loss
Subaru,Outback,-75,Loss
Ford,Mustang,-75,Loss
Lexus,SC 300,-75,Loss
Dodge,Intrepid,-75,Loss
Ford,F-150,-75,Loss
Ford,Fiesta,-75,Loss
Ford,Mustang,-75,Loss
Chrysler,Pacifica,-75,Loss
Mercury,Sable,-75,Loss
Chevrolet,Silverado 1500,-75,Loss
Chevrolet,Malibu,-75,Loss
Buick,Lucerne,-75,Loss
Mazda,3,-75,Loss
Kia,Forte,-75,Loss
Chevrolet,Malibu,-75,Loss
Saturn,S-Series,-75,Loss
Saab,03-Sept,-75,Loss
Ford,Econoline Cargo,-75,Loss
Dodge,Nitro,-75,Loss
Ford,Explorer,-75,Loss
Honda,Accord,-75,Loss
Hyundai,Accent,-75,Loss
Chrysler,PT Cruiser,-75,Loss
Ford,Fusion,-75,Loss
Honda,Accord,-75,Loss
Chevrolet,Suburban,-75,Loss
Mitsubishi,Lancer,-75,Loss
Volkswagen,Jetta,-75,Loss
Honda,Accord,-75,Loss
Chevrolet,Silverado 1500,-75,Loss
Lincoln,Town Car,-75,Loss
BMW,X5,-75,Loss
Dodge,Magnum,-75,Loss
Honda,CR-V,-75,Loss
Hyundai,Sonata,-75,Loss
Hyundai,Sonata,-75,Loss
Chevrolet,malibu,-75,Loss
Toyota,Camry,-75,Loss
Honda,Accord,-75,Loss
Chrysler,Concorde,-75,Loss
Jaguar,XJ-Series,-75,Loss
Ford,Expedition,-75,Loss
Hyundai,Santa Fe,-75,Loss
Honda,CR-V,-75,Loss
Honda,Civic,-75,Loss
Mazda,Mazda2,-75,Loss
Chevrolet,Colorado,-75,Loss
Mazda,Protege,-75,Loss
Pontiac,G5,-75,Loss
BMW,3 Series,-75,Loss
Dodge,Nitro,-75,Loss
Toyota,Corolla,-75,Loss
Honda,Accord,-75,Loss
MINI,Cooper,-75,Loss
Ford,Edge,-75,Loss
Cadillac,DeVille,-75,Loss
Honda,Civic,-75,Loss
Buick,Lucerne,-75,Loss
Nissan,Pathfinder,-75,Loss
,,-75,Loss
Dodge,Charger,-75,Loss
Honda,Accord,-75,Loss
Chevrolet,Aveo,-75,Loss
Ford,Explorer,-75,Loss
,,-75,Loss
Chevrolet,Malibu,-75,Loss
Toyota,Corolla,-75,Loss
,,-75,Loss
Infiniti,G35,-75,Loss
Mazda,Mazda3,-75,Loss
Ford,Fusion,-75,Loss
Nissan,Pathfinder,-75,Loss
smart,fortwo,-75,Loss
Dodge,Journey,-75,Loss
Buick,Rendezvous,-75,Loss
Buick,LaCrosse,-75,Loss
Jeep,Wrangler,-75,Loss
,,-75,Loss
Dodge,Avenger,-75,Loss
Nissan,Altima,-75,Loss
Oldsmobile,Bravada,-75,Loss
Buick,Park Avenue,-75,Loss
Lexus,ES 300,-75,Loss
Lincoln,Aviator,-75,Loss
Nissan,Maxima,-75,Loss
Mitsubishi,Montero Sport,-75,Loss
Mercury,Milan,-75,Loss
Nissan,Xterra,-75,Loss
Chevrolet,Malibu,-75,Loss
Ford,Fusion,-75,Loss
Toyota,Tercel,-75,Loss
Subaru,Legacy,-75,Loss
Toyota,Corolla,-75,Loss
BMW,3 Series,-75,Loss
Ford,Fusion,-75,Loss
Saturn,VUE,-75,Loss
Chevrolet,malibu,-75,Loss
Kia,Sedona,-75,Loss
GMC,Yukon,-75,Loss
Toyota,Corolla,-75,Loss
Chevrolet,Impala,-75,Loss
Mercury,Mountaineer,-75,Loss
Jeep,Liberty,-75,Loss
Toyota,Yaris,-75,Loss
Porsche,Cayenne,-75,Loss
Chevrolet,Impala,-75,Loss
Ford,Freestar,-75,Loss
Ford,Focus,-75,Loss
Chevrolet,Impala,-75,Loss
Nissan,Leaf,-75,Loss
Jeep,Grand Cherokee,-75,Loss
Dodge,Magnum,-75,Loss
Toyota,Camry,-75,Loss
Toyota,Camry,-75,Loss
Chevrolet,Cobalt,-75,Loss
,,-75,Loss
GMC,Envoy XL,-75,Loss
Nissan,Altima,-75,Loss
Ford,F-150,-75,Loss
Volkswagen,Jetta,-75,Loss
Mercury,Grand Marquis,-75,Loss
Cadillac,CTS,-75,Loss
Mercury,Grand Marquis,-75,Loss
,,-75,Loss
Chevrolet,Impala,-75,Loss
Pontiac,G6,-75,Loss
Chevrolet,Spark,-75,Loss
Cadillac,Eldorado,-75,Loss
Chevrolet,Malibu,-75,Loss
Toyota,Camry,-75,Loss
Dodge,Intrepid,-75,Loss
Ford,Escape,-75,Loss
Dodge,Grand Caravan,-75,Loss
Buick,Regal,-75,Loss
Ford,Expedition,-75,Loss
Kia,Rio,-75,Loss
Volvo,S80,-75,Loss
Hyundai,Santa Fe,-75,Loss
Dodge,Ram Pickup 1500,-75,Loss
Mercedes-Benz,C-Class,-75,Loss
Dodge,Charger,-75,Loss
Ford,Focus,-75,Loss
,,-75,Loss
Toyota,Camry,-75,Loss
Chevrolet,Express Cargo,-75,Loss
Ford,F-250 Super Duty,-75,Loss
Dodge,Intrepid,-75,Loss
Nissan,Altima,-75,Loss
Hyundai,Elantra,-75,Loss
Chevrolet,Cruze,-75,Loss
Isuzu,Rodeo,-75,Loss
Honda,CR-V,-75,Loss
Toyota,Highlander,-75,Loss
Chrysler,300,-75,Loss
Nissan,Pathfinder,-75,Loss
Infiniti,M35,-75,Loss
Toyota,4Runner,-75,Loss
Chevrolet,Tahoe,-75,Loss
Chrysler,300,-75,Loss
BMW,3 Series,-75,Loss
Mazda,Tribute,-75,Loss
Volkswagen,Jetta,-75,Loss
Toyota,4Runner,-75,Loss
Mitsubishi,Outlander,-75,Loss
Ford,Mustang,-75,Loss
Ford,F-150,-75,Loss
Nissan,Maxima,-75,Loss
Chrysler,300,-75,Loss
Chevrolet,Sonic,-75,Loss
Nissan,Frontier,-75,Loss
Hyundai,Elantra,-75,Loss
Toyota,Corolla,-74,Loss
Chevrolet,Sonic,-74,Loss
Nissan,Versa,-74,Loss
GMC,Acadia,-65,Loss
Ford,Edge,-50,Loss
Chevrolet,Monte Carlo,-50,Loss
Nissan,Rogue Select,-50,Loss
Toyota,Yaris,-50,Loss
FIAT,500L,-50,Loss
Chrysler,Concorde,-50,Loss
Kia,Forte,-50,Loss
BMW,3 Series,-50,Loss
Audi,Q5,-50,Loss
Volvo,XC90,-50,Loss
Honda,CR-V,-50,Loss
Nissan,Sentra,-50,Loss
Chrysler,200,-50,Loss
Toyota,Tacoma,-50,Loss
Ford,Escape,-50,Loss
Kia,Rio,-50,Loss
Ford,Focus,-50,Loss
BMW,X3,-50,Loss
Nissan,Sentra,-50,Loss
Mercedes-Benz,C-Class,-50,Loss
Nissan,Altima,-50,Loss
Dodge,Dart,-50,Loss
Nissan,Versa,-50,Loss
Mitsubishi,Outlander Sport,-50,Loss
Toyota,Corolla,-50,Loss
Buick,Rendezvous,-50,Loss
Volkswagen,Passat,-50,Loss
Kia,Soul,-50,Loss
Ford,F-150,-50,Loss
Kia,Optima,-50,Loss
Dodge,Dart,-50,Loss
Subaru,Legacy,-50,Loss
Volvo,S60,-50,Loss
,,-50,Loss
GMC,Yukon XL,-50,Loss
Dodge,Intrepid,-50,Loss
Dodge,Charger,-50,Loss
Honda,CR-V,-50,Loss
Nissan,Altima,-50,Loss
Chevrolet,Silverado 1500,-50,Loss
Ford,Taurus,-50,Loss
Dodge,Caliber,-50,Loss
Ram,2500,-50,Loss
Kia,Sportage,-50,Loss
Subaru,XV Crosstrek,-50,Loss
Volvo,XC90,-50,Loss
Nissan,Altima,-50,Loss
BMW,3 Series,-50,Loss
Toyota,Avalon,-50,Loss
Dodge,Grand Caravan,-50,Loss
Toyota,RAV4,-50,Loss
Kia,Optima,-50,Loss
Infiniti,G Sedan,-50,Loss
Jeep,Compass,-50,Loss
Kia,Forte,-50,Loss
Nissan,Rogue,-50,Loss
Ford,Focus,-50,Loss
Volkswagen,Jetta,-50,Loss
Chevrolet,Equinox,-50,Loss
BMW,X3,-50,Loss
Kia,Sportage,-50,Loss
Ford,Freestar,-50,Loss
Chrysler,Town and Country,-50,Loss
Lincoln,Navigator,-50,Loss
Hyundai,Veracruz,-50,Loss
Dodge,Dart,-50,Loss
BMW,X3,-50,Loss
Infiniti,G Coupe,-50,Loss
Hyundai,Elantra,-50,Loss
Kia,Forte,-50,Loss
Ford,Focus,-50,Loss
Dodge,Charger,-50,Loss
BMW,3 Series,-50,Loss
Chevrolet,Cruze,-50,Loss
Ford,Escape,-50,Loss
Toyota,RAV4,-50,Loss
,,-50,Loss
Dodge,Stratus,-50,Loss
,,-50,Loss
Hyundai,Elantra,-50,Loss
Toyota,Matrix,-50,Loss
Kia,Forte,-50,Loss
Ford,Focus,-50,Loss
Chevrolet,Spark,-50,Loss
Volvo,S40,-50,Loss
Ford,Focus,-50,Loss
Volvo,XC60,-50,Loss
Dodge,Caravan,-50,Loss
Ford,Fusion,-50,Loss
Dodge,Challenger,-50,Loss
Toyota,Camry,-50,Loss
Chrysler,200,-50,Loss
Ford,F-350 Super Duty,-50,Loss
Hyundai,Tucson,-50,Loss
Chrysler,300,-50,Loss
Dodge,Neon,-50,Loss
Chrysler,300,-50,Loss
Infiniti,G Coupe,-50,Loss
Ford,Mustang,-50,Loss
Ford,Taurus,-50,Loss
Ford,Focus,-50,Loss
Mitsubishi,Lancer,-50,Loss
Saturn,Aura,-50,Loss
Honda,CR-V,-50,Loss
Infiniti,G37,-50,Loss
Mazda,Mazda6,-50,Loss
Scion,tC,-50,Loss
Lexus,ES 350,-50,Loss
Pontiac,Solstice,-50,Loss
Dodge,Grand Caravan,-50,Loss
Saturn,Aura,-50,Loss
Hyundai,Sonata,-50,Loss
Nissan,Rogue,-50,Loss
Chrysler,PT Cruiser,-50,Loss
Toyota,Venza,-50,Loss
Toyota,Camry,-50,Loss
Ford,Edge,-50,Loss
GMC,Savana Cargo,-50,Loss
Ram,1500,-50,Loss
Buick,Enclave,-50,Loss
Chevrolet,Avalanche,-50,Loss
Ford,Fusion,-50,Loss
Acura,TL,-50,Loss
GMC,Sierra 1500,-50,Loss
Chevrolet,Malibu,-50,Loss
Chrysler,Town and Country,-50,Loss
Chevrolet,Impala Limited,-50,Loss
Nissan,Altima,-50,Loss
Volkswagen,Jetta,-50,Loss
Cadillac,DeVille,-50,Loss
Nissan,350Z,-50,Loss
Ford,Fiesta,-50,Loss
Chevrolet,Tahoe,-50,Loss
Hyundai,Elantra,-50,Loss
Chevrolet,Silverado 1500,-50,Loss
Volkswagen,Beetle,-50,Loss
Nissan,Altima,-50,Loss
Jeep,Compass,-50,Loss
Ford,Taurus,-50,Loss
Toyota,Venza,-50,Loss
Chrysler,200,-50,Loss
Subaru,Legacy,-50,Loss
Ford,Explorer,-50,Loss
Honda,CR-V,-50,Loss
Ford,Focus,-50,Loss
Hyundai,Veloster,-50,Loss
Ford,Escape,-50,Loss
Dodge,Caliber,-50,Loss
Honda,Civic,-50,Loss
GMC,Acadia,-50,Loss
Kia,Rio,-50,Loss
Hyundai,Accent,-50,Loss
Chevrolet,Equinox,-50,Loss
Infiniti,FX35,-50,Loss
Nissan,Sentra,-50,Loss
Dodge,Grand Caravan,-50,Loss
Nissan,Murano,-50,Loss
Honda,Pilot,-50,Loss
Cadillac,Escalade,-50,Loss
Kia,Sorento,-50,Loss
Toyota,Camry,-50,Loss
Ford,Focus,-50,Loss
Honda,CR-V,-50,Loss
Kia,Forte,-50,Loss
Ford,Explorer,-50,Loss
Nissan,Altima,-50,Loss
Volkswagen,Passat,-50,Loss
Chevrolet,HHR,-50,Loss
Mercedes-Benz,M-Class,-50,Loss
Ford,Escape,-50,Loss
MINI,Cooper,-50,Loss
Nissan,Altima,-50,Loss
Mazda,Mazda3,-50,Loss
Mercedes-Benz,C-Class,-50,Loss
Chevrolet,Cruze,-50,Loss
Kia,Soul,-50,Loss
Toyota,Yaris,-50,Loss
Ford,Edge,-50,Loss
Ford,Explorer,-50,Loss
Kia,Optima,-50,Loss
Chevrolet,Aveo,-50,Loss
Ford,Fusion Hybrid,-50,Loss
Nissan,Altima,-50,Loss
Hyundai,Accent,-50,Loss
Chevrolet,Malibu,-50,Loss
Ram,1500,-50,Loss
Ford,Fusion,-50,Loss
Ford,F-150,-50,Loss
Ford,Fusion,-50,Loss
Ford,Edge,-50,Loss
Toyota,Highlander,-50,Loss
Volkswagen,Passat,-50,Loss
Kia,Forte,-50,Loss
Honda,Pilot,-50,Loss
Pontiac,Grand Prix,-50,Loss
Mazda,MPV,-50,Loss
Chevrolet,Cavalier,-50,Loss
Audi,A4,-50,Loss
FIAT,500,-50,Loss
HUMMER,H2,-50,Loss
Nissan,Rogue,-50,Loss
GMC,Envoy XL,-50,Loss
Chrysler,Town and Country,-50,Loss
Toyota,Camry,-50,Loss
Dodge,Nitro,-50,Loss
Nissan,Leaf,-50,Loss
MINI,Cooper,-50,Loss
Acura,MDX,-50,Loss
Toyota,Highlander,-50,Loss
Nissan,Juke,-50,Loss
Ford,Fusion,-50,Loss
Ford,F-150,-50,Loss
Mazda,Mazda3,-50,Loss
Chevrolet,Malibu,-50,Loss
Chevrolet,Cruze,-50,Loss
Nissan,Maxima,-50,Loss
Toyota,Prius,-50,Loss
Honda,Accord,-50,Loss
Chevrolet,Sonic,-50,Loss
Volvo,S70,-50,Loss
Nissan,Maxima,-50,Loss
Lexus,RX 350,-50,Loss
Kia,Optima,-50,Loss
Chevrolet,Equinox,-50,Loss
Buick,Enclave,-50,Loss
Nissan,Maxima,-50,Loss
Chrysler,Sebring,-50,Loss
Chevrolet,Express Cargo,-50,Loss
BMW,5 Series,-50,Loss
Mercedes-Benz,C-Class,-50,Loss
Subaru,Forester,-50,Loss
Chrysler,200,-50,Loss
MINI,Cooper Clubman,-50,Loss
Kia,Sorento,-50,Loss
Toyota,FJ Cruiser,-50,Loss
Nissan,Rogue Select,-50,Loss
Kia,Rio,-50,Loss
Toyota,Sienna,-50,Loss
Chevrolet,Equinox,-50,Loss
Jeep,Wrangler,-50,Loss
GMC,Yukon,-50,Loss
Ford,Fusion,-50,Loss
Jeep,Grand Cherokee,-50,Loss
Toyota,Corolla,-50,Loss
Volkswagen,CC,-50,Loss
Ford,Edge,-50,Loss
Ford,Ranger,-50,Loss
Ford,Fusion,-50,Loss
Toyota,Sienna,-50,Loss
Pontiac,Grand Prix,-50,Loss
Ford,Focus,-50,Loss
Chevrolet,Impala Limited,-50,Loss
,,-50,Loss
Mitsubishi,Eclipse,-50,Loss
BMW,5 Series,-50,Loss
Chevrolet,Captiva Sport,-50,Loss
Infiniti,G35,-50,Loss
Dodge,Charger,-50,Loss
Lincoln,MKZ,-50,Loss
Toyota,Corolla,-50,Loss
Toyota,Sienna,-50,Loss
GMC,Envoy,-50,Loss
,,-50,Loss
Jeep,Wrangler,-50,Loss
Chevrolet,Equinox,-50,Loss
Chevrolet,Tahoe,-50,Loss
Volkswagen,CC,-50,Loss
Ford,Fiesta,-50,Loss
,,-50,Loss
Ram,1500,-50,Loss
Nissan,Leaf,-50,Loss
,,-50,Loss
Mazda,CX-5,-50,Loss
Chrysler,200,-50,Loss
Chevrolet,Volt,-50,Loss
Nissan,Rogue,-50,Loss
Mercedes-Benz,GLK-Class,-50,Loss
Volvo,960,-50,Loss
Kia,Soul,-50,Loss
Kia,Optima,-50,Loss
GMC,Acadia,-50,Loss
Hyundai,Elantra Coupe,-50,Loss
Nissan,Altima,-50,Loss
Chevrolet,Malibu,-50,Loss
Mercury,Cougar,-50,Loss
Jeep,Patriot,-50,Loss
Nissan,Altima,-50,Loss
Chevrolet,Silverado 1500,-50,Loss
Chevrolet,Silverado 1500,-50,Loss
Toyota,Camry,-50,Loss
Chevrolet,Captiva Sport,-50,Loss
Ford,Fusion,-50,Loss
Ford,Escape,-50,Loss
Saturn,Aura,-50,Loss
Ford,Taurus,-50,Loss
,,-50,Loss
